text_customer,text_uber,intent,escalate
@Uber_Support I've been charged in cash a couple of times despite having INR 300 Uber credits in my account. I'm obliged to tweet here as your in-app support team is giving dumb replies that I don't have any Uber credits in my account. Makes no sense! https://t.co/z7KZqYF2eZ,"@336440 Hi, Akshay. Please send us a DM so we can follow up on this.  https://t.co/sd7yH5jmbJ",support_followup,True
@Uber_Support I'm a driver and I can't seem to get request on my phone,"@638799 Thanks for following up, Patrick. Please send us a note at https://t.co/dx1D9XF2V5 so we can look into this for you.",driver_metrics,True
"Its nt a cab service,its an extortion service.Driver refuses to come,talkes in vulgar way,n they charges fee for that.
@119983 @115873",@267043 Sorry to hear this was your experience! Please send us a note at https://t.co/fS660rQ8NQ so our team can connect right away.,driver_issue,True
@Uber_Support None of those help please answer my dm,@451793 We're here to help! Send us a DM (Direct message) with your email address so we can assist.,support_followup,True
When you cave and order @115877 just ONCE and they miss half the order 🙄👌,@453207 Sorry to hear about that! Can you please contact us via https://t.co/ZFaWy0Lkdu so our team can connect?,uber_eats,True
@Uber_Support I just submitted the request with copy of the e-mail.,@655604 Thank you! We appreciate your patience while we look into this for you. Please stay tuned for an update.,support_followup,False
@Uber_Support No I want an answer now why is that so hard all I want is a damn burger and fries,@633687 We apologize for the trouble! Send us a DM with your email address and we'll connect.,uber_eats,False
@116288 @Uber_Support how can you have such unprofessional drivers under your list who arrogantly behave and do pick up ? #Harassment https://t.co/F4bqFYMZ7K,@699181 We're here to help! Please send us a note via https://t.co/fS660rQ8NQ so we can connect.,driver_issue,True
@Uber_Support my discount code is not working on ubereats???,@193656 Hi there! Please send us a note at https://t.co/h3vAjBLlBH and we'll be happy to look into this for you.,uber_eats,False
@Uber_Support left a bag in an Uber last night. What do I do now?,@228589 Here to help! Send us a note via https://t.co/rOtqyWzf0B so our team can connect.,lost_item,True
@Uber_Support So emails for November have already gone out?,"@562063 Hi, Daniel! We recommend checking your inbox to be sure if you have already received an email. Please note, this can show up in your spam.",support_followup,False
@Uber_Support Are you full of shit or are you going to call me ?,"@139532 We're certainly not giving you the runaround, Robert! Rather, we fully intend to do everything within the scope of our abilities to help you. The best way for us to give you the thorough assistance you deserve in the circumstances that you've described isn't via phone.",support_followup,True
@Uber_Support the https://t.co/pv6Reo1A0v site used for business is down. Do you have an eta to get back up?,"@237594 We apologize for the trouble, Marty. Our team is aware of the issue, and we're working to get back up and running as quickly as possible.",account_access_security,False
@115873 how do i contact the fraud department? you sent me an email about a suspicious access but no way to contact you,@783258 Happy to take a closer look. Connect with us through https://t.co/kGIXas5Cxg and we'll be in touch.,account_access_security,True
@Uber_Support I have three charges on my account all for the same day in which I took 0 trips?,"@383419 We've sent a DM, Grant, please see your inbox for details.",account_access_security,True
.@115873 there needs to be a policy on drivers calling to see where you are going and canceling because the fare isn’t far enough. Ridiculous.,@186109 We're sorry to hear this was your experience. Contact us via https://t.co/fS660rQ8NQ and we'll be in touch.,driver_issue,False
@Uber_Support I cancelled a ride least night and was emailed for $5 charge for cancellation fee. My card was charged for the full amount,@448826 Sorry to hear this. Can you DM us your email address associated with your Uber account so we can follow up?,fare_charge,True
"@Uber_Support 
Hello ur 1 driver is cancelled the trip &amp; cancelation fee is added in my account now below 1said that I had to cancel trip https://t.co/rGBfAe3WU3","@513181 We're here to help, Aditya. Please send us a DM with your account email address and we'll follow up shortly.",ride_booking_cancellation,False
@115873 you have customer service who don’t know how to solve a relatively simple problem and now I’m so pissed off that I may never use you guys again and I ride with you at least 5-6 times per day,@127437 We're sorry to hear this was your experience. Our team is currently reviewing your email and will connect shortly.,support_followup,True
@115873 @144886 requested an uber driver. He hasn't picked me up yet. He is driving further from me. No way to contact uber. Ugh,"@520111 Sorry for the trouble! Send us a note here, https://t.co/e8HVorX5rh, and our team will be in touch.",driver_issue,False
"Never using @115873 again. I can contact Uber if I have a problem with a driver, but no help if there's a problem with the app.","@213802 Sorry for the trouble! Send us a note here, https://t.co/u3MyknJaaN, and our team will be in touch.",account_access_security,True
This what I've paid today for 16-18kms @Uber_Support @115873 For daily commuters if this much u'll charge how we'll balance our monthly budget https://t.co/t1kw65QQxI,"@373399 We're happy to have a look, Jasdeep. Please DM us the email linked to your account and we'll follow up.  https://t.co/sd7yH5jmbJ",fare_charge,True
"@Uber_Support Turns out I have a big issue. Had a driver who was uberEnglish and used him today again and he put me under UberBLACK , never received a bill either by email and his car is only a white bmw3 series (both times!) Are my complaints private? Or do they also process through him?",@224952 Here to help. Send us a note at https://t.co/fS660rQ8NQ so our team can connect.,driver_issue,True
The driver never arrived but @199518 says I've an outstanding bill.... what's nyokory is this? @115873 screw you,@464379 Happy to help! Please reach out to us here so we can do so: https://t.co/e8HVorX5rh,driver_issue,True
@Uber_Support How do I see jobs that cancelled on me?,@233768 We're here to help! Send us a DM with your email address so we can assist.,driver_metrics,False
@Uber_Support now 3 days later and the bank card on my hacked account has still not been removed.... now around £400 down and no resolution from @115873,"@679510 We've replied via DM, please follow up there.",account_access_security,True
"My uber app is an asshole. The pick up address shows up correctly on my end, but it sends the driver to a place down the street 🙃",@340639 We apologize for any inconvenience. Kindly send us a note at: https://t.co/u3MyknJaaN so we can connect.,account_access_security,True
"@Uber_Support you email me with ""$10 off your next ride"" with useless instructions. Then says only 4 new users. You kidding????","@543127 We're ready to look into this, Emma. Please send us a message, along with some details here: https://t.co/biBCTHpjMe so we can follow up.",benefits_other,False
@115873 @Uber_Support Your shit berlin service. Called for a ride. First driver ghosts. 2nd driver doesnt make full trip. I am charged for all of it. Demand refund and credit ASAP!,@769798 Here to help! Send us a note here https://t.co/Wavn5xnaeo so we can further assist.,refund,False
@115877 @18192 #Chandigarh,"@541435 Sorry to hear about the confusion! You'll be charged in INR. If you have any issues with an order, write to us at https://t.co/uqkboJBiJd.",benefits_other,False
@115873 I'm applying for a job with a health care company. What number do they call to verify that I work for Uber?,"@647876 We're here to help! Send us a note here, https://t.co/QDn91HzZV0 and so our team will assist.",driver_metrics,False
@Uber_Support I dont see any communication. Can the member reach out to me again??,@122720 Thanks for following up. We have escalated your inquiry to the appropriate team who will be following up as soon as possible.,support_followup,False
@Uber_Support I've been searching @148768 on @115877 and still it doesn't find a match. Please can you help me,@697032 We're so sorry you didn’t get your free Original Glazed Dozen box. Demand was through the roof and stocks ran out. Stay tuned for more fun promotions soon!,support_followup,False
@115873 @Uber_Support @116288 The total fare what is being shown in app is 1208.69. . how can you cheat like this ..,@225850 Happy to further assist you. Can you please send us a DM (direct message) with your email address and additional details?,fare_charge,False
@2780 @2780 @115873 has been hacked.,@377557 Here to help. Send us a note at https://t.co/kGIXas5Cxg so our team can connect.,account_access_security,True
"I roll my window down my @115873 driver rolls it up. I roll it down again, this dude rolls it back up. Send help.",@814710 We're so sorry for the trouble. Send us a note via https://t.co/z8NNR56eyf so we can assist.,driver_issue,False
#Uber - will someone with customer service answer me? My billing address is wrong on my account. I cannot fix it.,@193153 Here to help! Contact us via https://t.co/tv4psVy8sr so we can connect.,uber_eats,True
Hey @115873 can you send me that ride pass renewal soon?? Mine expires in 6 days and I can’t live with this kind of uncertainty,@796429 Here to help. Please send us a DM of the email address connected to your account so we can further assist.,benefits_other,False
".@115873 I understand the need for cancellation fees, but I literally tried to cancel my accidental uber pool choice as it was searching for a driver. Canceled less than 5 seconds after being connected and was still charged because “my driver was already en route”...",@657032 Here to help! Send us a note here https://t.co/h840Iouehc and our team will be in touch.,ride_booking_cancellation,False
@115877 - customer service number please your driver took 35 min and delivered half my order.,"@254415 At this moment, we don't offer phone support for these issues. We're sorry for any inconvenience! Visit this link: https://t.co/rpgpQWLRtD so our team can assist.",uber_eats,True
@115873 The driver who made us wait 17 minutes only to cancel and put us in a panic was Taxi 3829.. will also report him to Thai taxi service,"@185644 Hey, Chris.We want to help solve this issue. Please DM us the email associated with your account and trip details so we can look into this.",driver_issue,False
@Uber_Support I was charged ₹501.00 instead of ₹205.00 and I don't have an option for this issue on the app. I use the cab service everyday and this is how you treat your customers.,@226510 Here to help! Send us a note via https://t.co/ue84RGNpRP so we can connect.,fare_charge,True
@Uber_Support u need more ways 2 contact driver after trip. Needed 2 speak w driver about my kid and even operator couldnt contact him! WTH?,"@537108 We're happy to connect, Brian. Please DM us the email on your account and additional details of your concern. We'll be in touch shortly.",driver_issue,True
@115877 terrible service and no one responding on the support line. Waited an hour for food with delivery time moved out 3 times. Collected food ourselves and paid restaurant. Expect a refund!,@673196 We're here to help! Send us a DM with your email address so we can connect.,uber_eats,True
"One of your drivers kept hitting on me and asking for my number. While it's flattering, it's very uncomfortable when it goes on for over 30 minutes. @115873",@635030 Here to help! Send us a note here; https://t.co/bGVPYLIm9f and our team will be able to assist!,driver_issue,True
@Uber_Support Already responded. No response. New order is 30minutes late. @116788 would do a better job. Using them from now on. Loyal customer just lost.,@116787 Happy to help! Please confirm your email address or phone number through direct message so we can further assist.,uber_eats,False
@Uber_Support Nobody reply on app it's more than 2 days now,@648794 We're very sorry to hear about the delay. Your concerns has been escalated. A member of our team will be in touch as soon as possible.,support_followup,True
"@Uber_Support I’m a driver, haven’t had any pick ups yet",@120268 Sorry for the confusion! You can use this link instead; https://t.co/77nJ7fXUyU You can also DM us with your email address so we can assist!,driver_metrics,False
@115873 a driver charged me a ride and he never picked me up! Even cancelled my ride! Honestly not good for business.....,@189038 We're sorry to hear about your experience! Can you please contact us via https://t.co/wW2bTlNcsR so our team can connect.,driver_issue,True
"@115877 slying up the delivery fee by a quid today, ya lil dicks also tell mcdonalds to get them motherfucking cheese bites on your app",@415891 We're here to help. Can you please send us a DM so we can connect?,fare_charge,False
"@Uber_Support I used your link, but my situation was not a selectable option &amp; there are no ""other option"". I still don't have a solution to the problem.","@200874 Here to help, Rob. Please share your email address in DM and we'll connect. https://t.co/sd7yH5jmbJ",support_followup,False
@Uber_Support Scheduled a trip in Illinois (from Arizona).  Will you respond based on the local time where the travel is happening?,@300660 We've been in touch via DM!,ride_booking_cancellation,False
Dear @115877 I am getting SOOOOO tired of your drivers getting the order wrong. #nycarea #ubereatsfail #eighthtimeisacharm,@265834 Happy to help. Please send us a DM of the email address connected to your account and more details so we can further assist.,driver_issue,False
@Uber_Support why didn't I get my last cancellation fee? I was at the pick up pt and waited over the required time. The initial pin was in a forest so I waited at the entrance. The fare never showed.,@765517 Here to help! Send us a note via https://t.co/6PbY19yIs0 so our team can connect.,fare_charge,False
@115873 I'm having issues logging into my uber app. I've requested a new password and all that but it says welcome back and I can't log in.,@463555 Here to help! Send us a note here; https://t.co/Md7v036OoC and our team will be able to assist.,account_access_security,False
@Uber_Support issues logging in. Your team member Eevin from support emailed asking for a screenshot of my number. Sent. “You’ve sent us a reply from a different email address” - replied by system. Can you help?,@281514 We can definitely take a look! Send us a DM with your email address so we can follow up.,support_followup,False
@6980 Hey! What's up with your app! I'm with a driver but the app doesn't detect it. Help!,"@272646 Sorry to hear that, Monica! Please send us a note at https://t.co/balq3Eyso6 and a member of our team will follow up.",location_app_issue,False
